"","�..Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"746","L. Ayebale","Dosqaly","MF","Solemn Leopards",21,1998,0.21,0.07,-0.02,-0.08,NA,0.02,-0.07,NA,NA,NA,0.08,-0.04,0.01,0.07,-0.04,NA,0.04,0.07,69.95,80.01,87.54,854.92,370.03,60.04,60.02,99.93,4.98,4.96,99.94,5.1,5.08,100.08,-0.09,-0.07,0.01,0.1,14.97,5.08,0.03,10.06,-0.1,0.01,0.05,-0.07,0.07,0.06,-0.07,NA,-0.03,40.03,15.09,37.47,0.06,4.94,35,0.08,-0.03,-0.08,-0.1,0.01,-0.04,-0.02,0.05,"B",2020
"747","Q. Ruzvidzo","Dosqaly","MF","Solemn Leopards",24,1994,19.82,-0.06,1.83,0.39,22.28,1.73,0.45,-0.09,-0.09,22.49,0.06,-0.05,0.09,0.1,0.05,0.11,-0.09,-0.06,55.08,63.56,86.76,980.38,192.11,24.72,27.78,89.45,23,25.24,90.54,5.84,7.74,76.6,0.12,0.09,0.13,1.23,5.76,0.33,-0.06,4.34,3.86,2.61,1.43,2.06,0.28,1.06,3.58,30.91,2.51,30.98,8.04,26.02,6.53,17.46,6.8,2.11,0.24,0.06,1.85,1.18,4.83,0.91,0,"B",2020
"748","L. Hall","Lefghau","MF","Solemn Leopards",32,1987,2.07,0.09,0.93,-0.09,-0.03,0.87,-0.02,-0.05,NA,11.92,0.02,0.06,-0.06,0.05,-0.05,0.08,0.05,-0.11,41.81,45.28,92.58,787.59,208.01,18.05,19.03,94.99,19.49,21.09,93.21,4.34,5.27,81.83,0.06,-0.03,-0.14,0.88,2.31,-0.09,-0.04,2.84,3.25,2.77,1.85,1.03,0.56,0.99,1.81,49.96,0.97,22.94,8.2,35.37,8.15,9.92,4.83,2.41,0.9,-0.09,1.4,1.97,5.23,1.91,0.05,"B",2020
"749","Z. Heinonen","Dosqaly","MFFW","Solemn Leopards",21,1997,12.21,0.03,0.91,0.22,18.26,0.97,0.11,-0.03,-0.08,20.09,-0.01,-0.01,-0.09,0.1,0.05,0.12,-0.08,-0.13,62.9,71.96,87.6,1008.06,304.46,31.87,34.45,92.8,25.35,28.44,89.3,4.16,6.15,68.34,0.19,0.11,0.28,1.52,7.03,0.62,0.13,5.97,1,0.87,0.58,0.49,-0.05,0.09,2.31,7.15,2.14,18.55,5.18,28.11,4.26,9.83,4.32,0.91,0.23,-0.02,0.67,0.6,1.62,0.48,-0.01,"B",2020
"750","K. Baumann","Tabhu Striary","MFFW","Solemn Leopards",24,1995,1.15,-0.09,4.2,1.69,40.08,4.3,1.75,0.08,-0.03,23.21,0.07,-0.08,0.02,0.17,0.07,-0.04,-0.26,-0.14,34.19,49.13,69.51,524.17,181.61,17.44,18.27,95.56,12.44,19.27,65.17,2.58,9.26,27.32,-0.06,0.02,-0.04,1.67,0.03,0.87,-0.07,3.25,2.55,0.9,-0.05,2.54,-0.02,1.64,3.25,50.1,1.67,22.43,5.82,25.84,5.07,13.36,4.18,1.68,-0.09,-0.04,1.65,0.74,3.38,2.42,0.05,"B",2020
"761","E. Tumukunde","Dosqaly","FWMF","Somber Stallions",23,1996,21.49,0.07,2.13,1.14,52.32,1.95,1.09,0.1,-0.05,22.1,0,-0.03,0.15,0.25,0.21,-0.04,-0.23,-0.19,31.15,38.71,80.47,516.28,147.35,17.2,19.35,89.34,9.83,11.67,84.05,3.1,5.46,56.44,0.23,0.02,0.12,1.55,2.87,0.98,0.05,3.57,0.81,0.39,0.28,0.44,0.04,0.28,1.2,25.92,0.93,15.92,4.31,27.49,3.81,8.02,4.07,1.41,0.19,0.03,1.28,0.7,1.47,0.31,-0.02,"B",2020
"762","L. Aguilar","Lefghau","FWMF","Somber Stallions",23,1996,9.11,0.13,2.68,1.2,45.73,2.68,1.29,0.05,0.18,24.76,0.06,0.04,0.03,0.06,0.06,0.11,0.1,0.1,24.11,33.55,72.22,406.28,91.14,11.11,13.84,80.49,9.03,12.62,71.65,2.81,4.15,65.74,0.09,0.22,-0.11,1.22,1.43,1.57,0.4,2.97,2.04,0.96,0.37,0.93,0.71,0.58,3.52,18.77,2.93,28.55,8.12,28.59,4.45,12.38,11.63,1.77,-0.01,-0.07,1.66,0.63,2.52,0.7,-0.02,"B",2020
"764","K. Wee","Central Namemo Laand","MF","Somber Stallions",19,2000,0.9,-0.06,1.16,0,0.03,1.13,0.08,-0.06,NA,31.06,0.04,0.03,0.05,-0.07,-0.09,0.11,0.02,-0.01,45.58,52.3,87.18,922.14,251.09,18.99,18.83,100.08,20.04,22.18,90.06,6.61,9.93,66.77,-0.04,0.05,-0.1,1.05,3.35,1.07,0.04,8.89,1.09,0.02,0,1.04,-0.04,-0.08,2.12,-0.07,2.22,25.66,3.3,12.99,3.28,15.65,6.68,1.04,0,0.05,1.02,0.1,1.11,3.27,-0.06,"B",2020
"765","G. Kyamanywa","Coastpa Barleslands","MF","Somber Stallions",19,2000,0.14,0.02,-0.08,0.07,NA,0.08,0.02,NA,NA,NA,0.07,0.05,-0.02,0.03,-0.02,NA,0.1,0.05,45.08,45,99.93,975.01,185,5.03,4.97,99.9,34.92,35.07,99.96,4.93,5.02,100.01,-0.07,-0.01,0.07,-0.04,0.05,-0.05,-0.04,0.05,0.01,-0.05,0.09,-0.04,0.03,0.04,-0.1,NA,0.06,25.05,0.04,0.04,14.93,9.95,-0.08,-0.08,0.03,-0.08,-0.05,-0.09,0,0.06,0.07,"B",2020
"766","E. Longwe","Dosqaly","MF","Somber Stallions",20,1999,13.59,-0.02,0.06,-0.02,-0.03,0.04,0.08,-0.04,NA,11.91,0.06,-0.06,-0.01,0.07,-0.08,0.11,-0.01,0.05,49.85,55.2,90.26,979.92,221.3,19.64,21.6,91.43,21.32,22.76,93.88,7.93,9.38,82.88,0.01,-0.03,-0.06,0.77,6.82,0.31,0.07,4.68,1.56,1.29,0.63,1.06,-0.02,0.75,2,35.67,1.39,17.29,5.24,30.99,5.55,10.14,1.31,1.34,-0.02,0.06,1.18,0.94,2.62,0.72,-0.03,"B",2020
"767","G. Jesus","Dosqaly","MF","Somber Stallions",28,1990,22.75,0.01,0.75,0.19,18.9,0.66,0.13,0.2,0.73,13.88,0.05,0.05,0,-0.01,0.01,0.09,-0.04,0.11,43.06,54.25,79.13,758.61,183.2,20.24,23.46,86.43,16.57,20.47,81.62,4.99,7.51,64.75,-0.04,0.01,-0.09,0.48,4.39,0.31,0.13,3.53,3.66,2.71,1.46,1.93,0.17,1.64,4.37,37.07,2.75,25.97,8.41,32.09,8.43,13.74,3.98,1.94,0.57,-0.06,1.38,2.01,5.55,2.12,0.08,"B",2020
"768","K. Gao","Greri Landmoslands","MF","Somber Stallions",24,1994,7.99,0.01,1.04,0.38,33.32,1.05,0.32,0.01,0.06,14.96,-0.08,0.03,0.09,0.03,0.03,0.18,-0.21,-0.07,48.95,56.7,86.1,930.04,218.41,20.53,22.85,89.57,20.37,22.71,88.97,6.75,8.44,79.12,-0.09,0.23,-0.12,0.97,6.46,0.22,0.09,4.66,2.68,1.62,0.35,1.68,0.43,0.77,3.72,20.74,3,26.41,5.46,20.66,6.94,15.04,4.51,1.36,0.04,0.01,1.11,0.57,3.37,1.71,0.1,"B",2020
"769","B. Lu","Lefghau","MF","Somber Stallions",22,1997,0.47,-0.05,0.01,-0.05,NA,0.03,-0.02,NA,NA,NA,-0.02,0.08,0.05,-0.04,-0.08,NA,-0.06,-0.07,61.93,78.03,79.47,1011.9,228.02,33.99,37.96,89.47,21.96,24.1,91.6,4,14.06,28.55,-0.08,0.21,-0.25,2,7.99,1.9,-0.03,7.94,8,6.07,1.98,5.99,0,0,2.04,0.02,2.06,26.07,9.98,38.59,5.98,18.04,1.99,-0.09,-0.06,-0.09,-0.04,1.91,9.9,2.09,0.01,"B",2020
"770","Q. Nikoli?","Saintswacroa","MF","Somber Stallions",19,1999,0.18,0,0.08,0.04,NA,-0.08,-0.01,NA,NA,NA,-0.02,-0.06,0.07,-0.07,-0.02,NA,-0.08,-0.01,20.05,30.03,66.65,219.96,0.06,20.06,29.95,66.65,-0.05,0.03,NA,-0.08,0,NA,0,0.07,-0.02,0.02,-0.03,0.04,0.06,-0.07,0.04,0.08,0.07,0.05,-0.06,0.09,-0.06,NA,0.02,20.04,9.9,50.08,0.08,9.97,10.06,9.93,-0.04,0.03,9.96,-0.07,-0.05,9.95,-0.04,"B",2020
"771","E. Teixeira","Slandsganiamayotteque","MF","Somber Stallions",19,2000,0.95,-0.06,1.04,-0.03,-0.09,1.12,-0.07,0.07,NA,20.53,0.02,-0.04,-0.06,0.09,0.06,-0.06,-0.05,-0.01,23.23,34.39,67.66,339.96,37.81,11.02,13.38,83.36,7.88,12.19,63.53,2.31,2.2,99.9,-0.05,0.48,-0.39,1.03,1.19,1.16,-0.02,1.15,1.05,1.15,0,1.13,0.04,0.01,0,NA,0.05,17.71,7.72,43.76,1.01,11,5.52,-0.04,-0.08,0.03,-0.05,-0.07,1.03,1.09,-0.06,"B",2020
"772","K. Guillaume","Dosqaly","MFFW","Somber Stallions",21,1998,22.95,0.03,1.63,0.58,38.97,1.56,0.53,0.15,0.1,18.21,0.03,0.03,-0.01,0.18,0.22,0.18,0.02,-0.15,23.7,30.89,77.04,396.04,88.97,11.89,14.77,80.58,8.96,10.65,85.13,2.27,3.46,64.12,0.31,0.22,0.07,1.58,1.72,1.61,0.09,3.1,0.77,0.64,0.23,0.4,0.09,0.36,1.17,27.59,0.96,21.27,5.74,27.32,1.89,10.62,8.74,1.14,0.18,0.02,0.93,0.27,0.97,0.09,-0.09,"B",2020
"773","X. Durand","Greri Landmoslands","MFFW","Somber Stallions",21,1997,16.52,0.16,1.88,0.62,35.6,1.97,0.72,0.15,0.25,24.57,0.17,-0.04,-0.06,0.15,0.07,0.04,0,0.11,49.52,60.99,80.96,918.38,256.57,22.87,25.89,88.04,18.78,21.71,86.69,7.01,10.95,62.52,0.03,0.21,-0.11,2.08,5.26,1.2,0.22,5.72,2,1.44,0.75,0.98,0.28,0.73,2.87,27.12,2.14,25.03,7.64,30.42,5.56,13.77,5.73,1.62,0.19,-0.05,1.45,0.87,2.67,0.75,-0.01,"B",2020
"774","Z. Perrin","Imaar Vircoand","MFFW","Somber Stallions",31,1988,0.66,-0.06,-0.03,0.04,NA,-0.05,0.04,NA,NA,NA,0.03,0.06,-0.06,-0.03,0.09,NA,0.09,-0.02,28.34,46.67,60.76,510.02,73.36,15.04,21.77,69.14,8.24,10,83.29,5.02,11.64,42.92,0.01,-0.03,-0.01,1.6,1.71,0.03,0,0.1,3.3,1.77,1.76,1.68,0,1.76,3.36,49.96,1.75,30.01,5.07,16.65,3.36,16.69,10.08,6.73,0.04,-0.08,6.65,0,3.42,4.92,-0.03,"B",2020
"775","K. Koppel","Varijitri Isles","MFFW","Somber Stallions",22,1997,9.44,0.13,2.04,0.28,15.07,2.2,0.26,-0.04,-0.07,24.25,0.22,0.06,0.08,0.16,0.06,0.08,-0.07,-0.04,33.48,47.96,69.69,604.51,189.15,15.7,18.24,86.04,11.9,15.64,76.39,4.66,11.39,41.07,0.45,0.2,0.19,2.73,2.74,1.05,0.04,3.42,1.78,1.3,0.23,0.88,0.64,0.51,2.03,26.39,1.52,26.45,6.92,26.1,2.83,14.54,8.93,1.34,0.14,0.07,0.99,0.17,1.92,0.49,0.08,"B",2020
"787","Y. D?browski","Rarita","DFMF","Supreme Janes",29,1990,3.63,-0.04,0.35,-0.09,-0.01,0.2,-0.03,0.06,NA,7.82,0.06,0.09,-0.03,0,0,0.08,-0.09,0.02,38.16,43.3,87.77,764.33,161.95,13.23,14.38,92.34,18.3,21.05,86.84,6.33,7.44,85.25,0.08,0.01,0.07,-0.03,0.27,0.06,-0.05,1.02,1.15,0.75,0.66,0.65,-0.09,0.37,1.47,20.02,1.2,8.81,3.03,34.4,4.99,3.84,-0.09,1.15,0.09,-0.03,1.03,1.58,2.71,6.1,0.01,"B",2020
"791","B. Roche","Dosqaly","FWMF","Supreme Janes",25,1994,16.29,0.1,1.21,0.45,47.35,1.21,0.53,0.03,0.05,20.29,-0.1,-0.08,0.05,0.07,0.12,0.19,0.02,-0.04,34.91,44.3,79.24,537.47,168.03,19.72,22.32,88.53,11.92,14.58,82.74,2.28,4.95,47.44,0.19,0.29,-0.05,2.31,2,1.42,0.27,4.01,1.8,1.08,0.59,0.7,0.41,0.97,2.3,38.42,1.39,18.85,5.27,27.77,4.88,8.62,5.31,1.38,0.14,0.14,1.33,1.22,2.96,0.22,0.02,"B",2020
"792","F. Kyoshabire","Dosqaly","FWMF","Supreme Janes",20,1999,1.88,-0.06,1.77,1.16,66.74,1.69,1.08,-0.04,0.07,10.8,-0.07,-0.03,-0.08,0.32,0.31,0.18,-0.27,-0.22,22.13,28.95,76.87,291.69,47.81,14.48,17.23,83.83,6.21,8.91,68.83,0.52,0.49,100.01,-0.01,0.03,-0.01,0.49,0.63,1.07,0.61,1.08,0.56,0.03,-0.09,0.6,-0.03,-0.05,1.65,-0.05,1.67,28.25,6.16,21.57,1.59,16.18,10.58,1.09,-0.09,-0.04,1.13,0.48,1.02,0.51,0.03,"B",2020
"793","H. Pang","Dosqaly","FWMF","Supreme Janes",21,1997,20.43,0.31,2.18,1.07,43.57,2.17,0.99,0.08,0.25,21.97,0.04,-0.08,-0.01,0.03,0.13,0.03,0.13,0.16,26.37,33.1,79.86,488.52,115.97,12.4,14.33,85.84,9.99,11.81,84.3,3.55,5.02,69.45,0.13,0.09,-0.04,1.09,2.45,0.99,0.17,3.22,1.37,0.71,0.53,0.77,0.23,0.37,1.64,18.24,1.27,28.49,5.99,21.04,4.43,15.62,8.27,1.6,0.07,-0.04,1.44,0.6,1.98,0.64,0.03,"B",2020
"794","E. Lund","Republic of Denand Landsa","FWMF","Supreme Janes",24,1995,24.1,0.19,1.84,0.74,41.88,1.8,0.74,0.2,0.29,15.75,-0.03,-0.01,0.03,0.25,0.32,0.19,-0.14,0.02,20.13,27.31,73.87,287.35,89.33,12.73,14.41,87.67,6.16,8.51,73.2,0.84,1.95,40.47,0.26,0.25,0.13,1.42,1.01,1.08,0.43,2.18,0.64,0.39,0.18,0.14,0.32,0.28,0.95,31.73,0.69,13.1,3.05,22.64,1.67,7.02,4.47,0.75,-0.1,-0.01,0.69,0.39,0.99,0.36,-0.05,"B",2020
"795","O. Tio","Southern Ristan","FWMF","Supreme Janes",25,1994,1.68,0.65,1.11,0.6,50,1.14,0.53,0.48,0.98,10.98,0.03,0.04,0.09,0.19,0.14,0.11,0.35,0.33,21.15,31.16,67.87,310.01,87,12.96,15.83,81.53,5.37,7.7,69.28,2.34,5.2,44.42,0.07,0.08,-0.03,1.09,0.58,0.03,-0.02,1.24,1.17,0.03,1.27,-0.03,0.02,0.61,1.77,33.35,1.13,10.59,2.88,27.83,4.13,4.07,2.25,1.7,0.04,-0.02,1.79,0.51,1.8,2.43,-0.05,"B",2020
"796","R. Mkandla","Southern Ristan","FWMF","Supreme Janes",27,1991,3.27,-0.07,1.16,0.31,25.06,1.28,0.35,-0.08,-0.09,9.24,0,-0.08,0.08,0.27,0.19,0.13,-0.28,-0.22,16.7,24.35,67.92,280.54,58.03,9.69,12.2,79.55,4.7,7.21,65.25,1.92,2.87,66.71,-0.06,-0.01,0.01,0.65,1.33,0.03,-0.09,0.85,1.59,1.33,0.05,1.18,0.25,-0.01,0.41,0,0.37,24.78,7.89,31.69,2.88,12.25,9.67,1.64,0.31,-0.05,1.31,0.31,1.9,1.52,-0.01,"B",2020
"799","G. Albrecht","Dosqaly","MF","Supreme Janes",22,1996,0.07,-0.08,9.91,0.09,0.07,14.95,-0.06,-0.02,NA,27.31,-0.07,0.1,0.03,-0.01,0.02,-0.05,0,0.07,110.07,119.99,91.69,1999.95,619.93,60.05,60.09,99.91,39.97,50.1,79.91,10.07,10.03,100.04,0,0.96,-0.95,20.09,9.93,0.03,-0.03,0,-0.08,0.02,-0.06,-0.03,-0.06,0.03,-0.01,NA,0.03,9.94,0.05,0.03,10.1,-0.04,0.05,-0.05,0.05,-0.02,0.09,-0.05,-0.06,-0.02,0,"B",2020
"800","P. Lo","Dosqaly","MF","Supreme Janes",25,1994,24.67,0.18,1.39,0.22,24.26,1.44,0.3,-0.02,0.07,26.3,-0.01,0.08,0.04,0.21,0.01,0.13,0.01,-0.04,45.99,54.28,84.71,856.89,169.76,19.04,21.84,87.07,19.97,22.83,87.63,5.89,7.73,77.72,0.03,-0.05,-0.11,0.65,4.76,0.29,0.01,3.92,1.46,1.05,0.6,0.89,0,0.54,1.5,32.41,0.97,16.34,4.83,29.57,3.94,10.29,2.12,1.57,0.57,-0.09,1.12,0.78,2.26,1.39,-0.02,"B",2020
"801","Q. Ruzvidzo","Dosqaly","MF","Supreme Janes",24,1994,3.06,-0.03,1.4,0.29,24.91,1.34,0.41,0.09,-0.1,16.81,0.09,0.09,-0.08,0,0.16,0.11,0,-0.13,51.37,59.68,86.03,942.74,223.3,23.78,25.31,93.37,19.31,22.92,84.17,7.23,10.01,73.25,0.25,0.13,0.12,2.95,5.67,0.94,0.36,5,1.32,1.04,0.07,0.77,0.66,0.59,1.38,50.03,0.64,27.06,6.95,25.94,2.6,13.22,11.04,0.71,-0.04,-0.03,0.59,-0.05,1.38,0.33,0.07,"B",2020
"802","B. Apio","Pierrema","MF","Supreme Janes",26,1992,20.17,0.06,1.54,0.33,21.26,1.61,0.28,0.03,0.06,24.93,0.16,-0.06,-0.04,0.09,0.02,0.08,0.03,-0.03,39.75,47.45,83.75,724.71,190.56,18.1,19.58,92.31,16.78,18.38,91.24,4.55,8.59,54.18,0.16,0.14,-0.04,1.34,4.21,0.36,0.11,2.86,3.05,2.13,1.18,1.59,0.08,1.17,2.97,38.67,1.86,20.52,5.58,27.34,6.01,11.52,3.16,0.91,0.07,0.05,0.71,0.92,3.83,1.18,-0.02,"B",2020
"803","L. Mirzaei","Biarizea","MFFW","Supreme Janes",20,1999,22.37,0.04,1.56,0.54,35.12,1.56,0.53,0.05,0.12,24.99,0.19,-0.05,-0.01,0.1,0.07,0.1,0.11,0.04,40.47,51.89,77.99,722.51,172.5,19.75,22.48,87.9,14.21,16.9,83.72,5.33,10.38,51.05,0.12,0.21,-0.13,1.47,3.84,0.7,0.13,4,2.54,1.95,0.92,1.37,0.41,0.68,2.34,32.19,1.58,26.71,6.63,24.62,4.65,13.88,8.32,1.34,0.12,-0.07,1.2,0.65,3.11,0.73,0.03,"B",2020
"804","E. Fujiwara","Former Maneau","MFFW","Supreme Janes",25,1994,3.91,-0.06,1.28,0.79,60.07,1.27,0.79,0.05,0.07,17.88,-0.09,0.01,-0.01,0.13,0.16,0.15,0,-0.04,31.77,40.06,79.44,502.62,97.38,16.66,18.67,88.91,12.02,15.4,78.36,2.54,4.55,55.56,0.16,0.06,0.09,1.78,3.34,0.16,0.29,3.24,3.16,1.98,0.85,1.55,0.77,0.69,2.35,33.32,1.52,25.05,6.91,27.51,2.73,14.97,7.45,0.53,-0.02,-0.08,0.61,0.51,3.59,0.17,-0.07,"B",2020
"812","S. Jalali","Esia","DFMF","Swift Rustlers",22,1997,9.83,0.08,0.98,0.01,10,0.93,0.19,-0.02,-0.02,20.17,-0.02,-0.03,-0.1,0.11,0.1,0.15,-0.12,-0.11,42.98,53.26,80.54,806.17,282.11,16.18,19.13,84.68,20.8,24.01,86.63,5.06,8.4,61.44,-0.04,-0.01,-0.15,0.55,3.12,0.81,0.14,4.24,2.44,1.38,1.68,0.9,0.02,1.3,3.34,35.25,2.2,17.25,5.11,29.31,6.57,8.04,2.39,3.1,0.34,0.01,2.75,1.57,4.04,1.68,0.09,"B",2020
"813","L. Fung","Greri Landmoslands","DFMF","Swift Rustlers",22,1996,11.74,0.08,1.44,0.36,31.3,1.4,0.35,0.03,0.06,19.26,0.04,-0.05,-0.08,0.18,0.02,0.11,-0.16,-0.08,44.17,54.61,80.82,737.25,275.39,20.89,23.69,88.03,18.92,22.84,82.72,3.24,5.88,55.9,0.05,0.23,-0.09,1.02,3.2,1.68,0.26,6.08,4.72,2.9,2.44,1.88,0.36,1.89,4.87,37.53,2.94,25.51,7.78,30.93,9.32,11.62,4.44,2.24,0.13,-0.03,1.99,1.33,6.05,2.12,0.11,"B",2020
"814","L. Chifamba","Lefghau","DFMF","Swift Rustlers",26,1992,11.76,-0.04,0.1,-0.09,NA,0.01,-0.05,NA,NA,NA,0.03,-0.08,0.03,-0.03,-0.03,NA,0.06,0.03,46.67,54.48,85.79,843.87,321.46,18.54,19.95,92.71,23.84,26.61,89.42,3.86,6.59,57.2,0.09,-0.05,-0.06,0.25,3.61,0.12,0.16,3.67,2.46,1.15,1.18,1.29,0.23,0.67,1.66,35,1.07,14.4,4.83,33.59,6.72,7.33,0.56,1.01,0.51,0.09,0.58,0.97,3.43,3.42,0.04,"B",2020
"821","V. Smits","Coastpa Barleslands","FWMF","Swift Rustlers",24,1995,9.44,0.37,2.97,1.34,46.38,2.96,1.41,0.12,0.27,15.11,-0.05,0.08,-0.07,0.45,0.44,0.08,-0.04,-0.09,21.81,31.15,70.24,318.21,80.75,12.89,15.24,84.75,6.9,10.25,67,1.33,3.17,38.63,0.09,0.15,-0.06,0.4,1.19,0.61,0.04,2.62,1.07,0.86,0.39,0.51,0.23,0.02,0.9,12.57,0.81,15.36,4.73,30.33,2.92,6.04,6.34,0.85,0.11,0.01,0.74,0.27,1.4,1.08,0.03,"B",2020
"822","F. Monday","Pahon","FWMF","Swift Rustlers",29,1989,5.38,0.34,4.1,1.68,40.85,4.23,1.69,0.18,0.23,20.93,0.32,0.05,0.02,0.41,0.41,0.04,0.11,0.13,26.07,39.35,66.1,440.11,134.63,13.83,17.87,76.79,8.26,12.22,67.6,2.92,6.69,42.95,0.04,0.1,-0.19,1,2.51,1.16,0.17,4.19,0.21,0.25,0.08,0.19,0.07,-0.06,1.13,0.09,1.08,13.42,3.19,23.94,2.72,5.78,4.82,0.98,0.24,0.09,0.84,0.22,0.33,0.61,0.08,"B",2020
"823","Z. Pinto","Republic of Denand Landsa","FWMF","Swift Rustlers",22,1997,1.76,-0.08,0.65,0.01,-0.01,0.53,0.01,-0.03,NA,16.1,-0.03,0.03,-0.06,0.08,0.05,0.18,-0.19,-0.19,19.48,26.07,74.53,321.66,55.63,11.16,14.47,76.94,5.59,7.3,76.99,2.21,3.25,66.77,0.5,0.04,0.38,0.49,1.08,0.59,-0.07,1.02,0.47,0.64,0.58,-0.07,0.09,0.07,0.56,0,0.59,20.51,6.63,32.33,3.83,8.31,8.31,0.01,0.02,-0.07,0.06,1.15,1.73,0.1,-0.1,"B",2020
"825","C. Langa","Dosqaly","MF","Swift Rustlers",19,2000,0.65,0.08,2.79,1.52,50.03,2.82,1.42,0.03,-0.05,16.5,-0.05,0.07,0,0.22,0.14,0.11,-0.06,-0.21,30,34.28,87.57,478.57,118.57,12.96,17.17,75.01,12.95,12.91,99.95,2.92,2.81,100.06,-0.02,0,0.05,1.36,-0.1,-0.01,0.08,1.42,-0.04,-0.04,0.07,-0.07,-0.04,-0.1,4.27,-0.05,4.36,12.89,2.81,22.1,7.13,4.38,1.48,0.02,0.04,0.04,-0.01,0.04,-0.03,4.22,1.35,"B",2020
"826","F. Perrin","Dosqaly","MF","Swift Rustlers",20,1999,6.71,-0.09,0.96,0.33,28.57,1.01,0.36,-0.02,-0.02,27.56,-0.09,0.04,-0.01,-0.05,-0.03,0.05,-0.03,0.01,45.04,52.49,85.79,896.52,221.73,16.87,19.07,88.53,19.69,20.63,95.07,8.01,10.67,76.46,0.3,0.09,0.26,0.69,4.45,0.75,0.06,4.72,2.65,2.15,0.56,2.04,-0.03,0.82,2.79,31.65,1.91,22.45,7.71,34.82,6.66,11.9,3.87,2.35,0.49,0.04,1.82,0.92,3.51,1.59,0.08,"B",2020
"827","I. Brown","Dosqaly","MF","Swift Rustlers",24,1994,19.04,0.03,1.2,0.46,33.34,1.29,0.45,0.12,0.04,17.58,0,0.06,-0.09,0.13,0.13,0.12,-0.05,0.01,43.53,50.38,86.49,774.74,201.71,20.44,22.66,90.24,17.59,19.49,89.59,4.96,6.66,73.87,0.12,0.08,0.08,0.33,3.86,0.7,-0.06,4.23,3.6,2.48,1.02,2.13,0.42,1.15,2.56,43.84,1.39,21.7,6.5,29.65,5.46,12.28,3.95,1.29,0.25,-0.01,0.93,1.51,5.19,1.09,-0.05,"B",2020
"828","L. Prasad","Eastern Sleboube","MF","Swift Rustlers",23,1996,22.98,0.19,1.73,0.6,36.87,1.67,0.7,0.09,0.12,20.5,0.02,-0.03,-0.04,0.11,0.15,0.06,0.1,0.08,38.05,49.74,76.69,704.29,206.61,18.55,21.07,88.07,12.79,15.41,82.2,5.88,10.73,55.06,0.26,0.16,-0.07,1.88,4.12,1.2,0.04,4.66,2.28,1.57,0.64,1.24,0.2,0.62,3.16,21.56,2.63,27.37,6.72,24.46,6.63,15.18,5.72,1.83,0.02,-0.02,1.87,1.15,3.41,0.91,-0.02,"B",2020
"829","D. Kemigisa","Greri Landmoslands","MF","Swift Rustlers",30,1989,13.55,-0.06,1.12,0.29,21.48,1.1,0.27,0.08,-0.04,26.11,0.2,-0.01,-0.02,0.1,-0.01,0.01,-0.06,0.04,52.87,61.31,86.15,988.83,285.84,22.89,25.65,88.88,22.01,24.25,90.85,6.93,9.93,70.94,0.22,0.06,0.12,1.01,4.99,0.5,-0.1,4.76,2.84,2.08,1.22,1.41,0.27,0.64,3.25,18.6,2.66,25.76,8.61,33.12,7.41,15.46,3.01,1.83,0.5,0.07,1.25,0.87,3.68,1.28,0.17,"B",2020
"830","Y. Molnár","Nganion","MF","Swift Rustlers",32,1987,10.27,0.06,0.87,0.11,11.18,0.92,0.19,0.07,0.05,21.79,0.18,0.03,0.03,0.01,-0.04,0.01,-0.08,-0.09,60.53,73.97,81.92,1147.04,408.89,25.06,28.16,88.65,25.93,29.73,87.52,8.15,13.41,60.42,0.21,0.18,0.14,2.31,7.65,2.18,0.24,10.29,1.29,0.92,0.6,0.33,0.22,0.4,2.07,18.16,1.81,21.02,5.9,27.58,4.67,9.71,6.62,1.09,0.18,-0.07,1.03,0.66,1.99,0.61,0.05,"B",2020
